Component Id,Product Id,Component Name,Active Flag
5019,3,Category 7,1
5020,1,Category 1,1
5021,1,Category 2,1
5022,2,Category 3,1
5023,3,Category 4,1
5024,4,Category 5,1
5025,4,Category 6,1
5026,3,Category 7,1
5027,1,Category 1,1
5028,1,Category 2,1
5029,2,Category 3,1
5030,3,Category 4,1
5031,4,Category 5,1
5032,4,Category 6,1
5033,3,Category 7,1
5034,1,Category 1,1
5035,1,Category 2,1
5036,2,Category 3,1
5037,3,Category 4,1
5038,4,Category 5,1
5039,4,Category 6,1
5040,3,Category 7,1
5041,1,Category 1,1
5042,1,Category 2,1
5043,2,Category 3,1
5044,3,Category 4,1
5045,4,Category 5,1
5046,4,Category 6,1
5047,3,Category 7,1
5048,1,Category 1,1
5049,1,Category 2,1
5050,2,Category 3,1
5051,3,Category 4,1
5052,4,Category 5,1
5053,4,Category 6,1
5054,3,Category 7,1
5055,1,Category 1,1
5056,1,Category 2,1
5057,2,Category 3,1
5058,3,Category 4,1
5059,4,Category 5,1
5060,4,Category 6,1
5061,3,Category 7,1
5062,1,Category 1,1
5063,1,Category 2,1
5064,2,Category 3,1
5065,3,Category 4,1
5066,4,Category 5,1
5067,4,Category 6,1
5068,3,Category 7,1
5069,1,Category 1,1
5070,1,Category 2,1
5071,2,Category 3,1
5072,3,Category 4,1
5073,4,Category 5,1
5074,4,Category 6,1
5075,3,Category 7,1
5076,1,Category 1,1
5077,1,Category 2,1
5078,2,Category 3,1
5079,3,Category 4,1
5080,4,Category 5,1
5081,4,Category 6,1
5082,3,Category 7,1
5083,1,Category 1,1
5084,1,Category 2,1
5085,2,Category 3,1
5086,3,Category 4,1
5087,4,Category 5,1
5088,4,Category 6,1
5089,3,Category 7,1
5090,1,Category 1,1
5091,1,Category 2,1
5092,2,Category 3,1
5093,3,Category 4,1
5094,4,Category 5,1
5095,4,Category 6,1
5096,3,Category 7,1
5097,1,Category 1,1
5098,1,Category 2,1
5099,2,Category 3,1
5100,3,Category 4,1
5101,4,Category 5,1
5102,4,Category 6,1
5103,3,Category 7,1
5104,1,Category 1,1
5105,1,Category 2,1
5106,2,Category 3,1
5107,3,Category 4,1
5108,4,Category 5,1
5109,4,Category 6,1
5110,3,Category 7,1
5111,1,Category 1,1
5112,1,Category 2,1
5113,2,Category 3,1
5114,3,Category 4,1
5115,4,Category 5,1
5116,4,Category 6,1
5117,3,Category 7,1
5118,1,Category 1,1
5119,1,Category 2,1
5120,2,Category 3,1
5121,3,Category 4,1
5122,4,Category 5,1
5123,4,Category 6,1
5124,3,Category 7,1
5125,1,Category 1,1
5126,1,Category 2,1
5127,2,Category 3,1
5128,3,Category 4,1
5129,4,Category 5,1
5130,4,Category 6,1
5131,3,Category 7,1
5132,1,Category 1,1
5133,1,Category 2,1
5134,2,Category 3,1
5135,3,Category 4,1
5136,4,Category 5,1
5137,4,Category 6,1
5138,3,Category 7,1
5139,1,Category 1,1
5140,1,Category 2,1
5141,2,Category 3,1
5142,3,Category 4,1
5143,4,Category 5,1
5144,4,Category 6,1
5145,3,Category 7,1
5146,1,Category 1,1
5147,1,Category 2,1
5148,2,Category 3,1
5149,3,Category 4,1
5150,4,Category 5,1
5151,4,Category 6,1
5152,3,Category 7,1
5153,1,Category 1,1
5154,1,Category 2,1
5155,2,Category 3,1
5156,3,Category 4,1
5157,4,Category 5,1
5158,4,Category 6,1
5159,3,Category 7,1
5160,1,Category 1,1
5161,1,Category 2,1
5162,2,Category 3,1
5163,3,Category 4,1
5164,4,Category 5,1
5165,4,Category 6,1
5166,3,Category 7,1
5167,1,Category 1,1
5168,1,Category 2,1
5169,2,Category 3,1
5170,3,Category 4,1
5171,4,Category 5,1
5172,4,Category 6,1
5173,3,Category 7,1
5174,1,Category 1,1
5175,1,Category 2,1
5176,2,Category 3,1
5177,3,Category 4,1
5178,4,Category 5,1
5179,4,Category 6,1
5180,3,Category 7,1
5181,1,Category 1,1
5182,1,Category 2,1
5183,2,Category 3,1
5184,3,Category 4,1
5185,4,Category 5,1
5186,4,Category 6,1
5187,3,Category 7,1
5188,1,Category 1,1
5189,1,Category 2,1
5190,2,Category 3,1
5191,3,Category 4,1
5192,4,Category 5,1
5193,4,Category 6,1
5194,3,Category 7,1
5195,1,Category 1,1
5196,1,Category 2,1
5197,2,Category 3,1
5198,3,Category 4,1
5199,4,Category 5,1
5200,4,Category 6,1
5201,3,Category 7,1
5202,1,Category 1,1
5203,1,Category 2,1
5204,2,Category 3,1
5205,3,Category 4,1
5206,4,Category 5,1
5207,4,Category 6,1
5208,3,Category 7,1
5209,1,Category 1,1
5210,1,Category 2,1
5211,2,Category 3,1
5212,3,Category 4,1
5213,4,Category 5,1
5214,4,Category 6,1
5215,3,Category 7,1
5216,1,Category 1,1
5217,1,Category 2,1
5218,2,Category 3,1
5219,3,Category 4,1
5220,4,Category 5,1
5221,4,Category 6,1
5222,3,Category 7,1
5223,1,Category 1,1
5224,1,Category 2,1
5225,2,Category 3,1
5226,3,Category 4,1
5227,4,Category 5,1
5228,4,Category 6,1
5229,3,Category 7,1
5230,1,Category 1,1
5231,1,Category 2,1
5232,2,Category 3,1
5233,3,Category 4,1
5234,4,Category 5,1
5235,4,Category 6,1
5236,3,Category 7,1
5237,1,Category 1,1
5238,1,Category 2,1
5239,2,Category 3,1
5240,3,Category 4,1
5241,4,Category 5,1
5242,4,Category 6,1
5243,3,Category 7,1
5244,1,Category 1,1
5245,1,Category 2,1
5246,2,Category 3,1
5247,3,Category 4,1
5248,4,Category 5,1
5249,4,Category 6,1
5250,3,Category 7,1
5251,1,Category 1,1
5252,1,Category 2,1
5253,2,Category 3,1
5254,3,Category 4,1
5255,4,Category 5,1
5256,4,Category 6,1
5257,3,Category 7,1
5258,1,Category 1,1
5259,1,Category 2,1
5260,2,Category 3,1
5261,3,Category 4,1
5262,4,Category 5,1
5263,4,Category 6,1
5264,3,Category 7,1
5265,1,Category 1,1
5266,1,Category 2,1
5267,2,Category 3,1
5268,3,Category 4,1
5269,4,Category 5,1
5270,4,Category 6,1
5271,3,Category 7,1
5272,1,Category 1,1
5273,1,Category 2,1
5274,2,Category 3,1
5275,3,Category 4,1
5276,4,Category 5,1
5277,4,Category 6,1
5278,3,Category 7,1
5279,1,Category 1,1
5280,1,Category 2,1
5281,2,Category 3,1
5282,3,Category 4,1
5283,4,Category 5,1
5284,4,Category 6,1
5285,3,Category 7,1
5286,1,Category 1,1
5287,1,Category 2,1
5288,2,Category 3,1
5289,3,Category 4,1
5290,4,Category 5,1
5291,4,Category 6,1
5292,3,Category 7,1
5293,1,Category 1,1
5294,1,Category 2,1
5295,2,Category 3,1
5296,3,Category 4,1
5297,4,Category 5,1
5298,4,Category 6,1
5299,3,Category 7,1
5300,1,Category 1,1
5301,1,Category 2,1
5302,2,Category 3,1
5303,3,Category 4,1
5304,4,Category 5,1
5305,4,Category 6,1
5306,3,Category 7,1
5307,1,Category 1,1
5308,1,Category 2,1
5309,2,Category 3,1
5310,3,Category 4,1
5311,4,Category 5,1
5312,4,Category 6,1
5313,3,Category 7,1
5314,1,Category 1,1
5315,1,Category 2,1
5316,2,Category 3,1
5317,3,Category 4,1
5318,4,Category 5,1
5319,4,Category 6,1
5320,3,Category 7,1
5321,1,Category 1,1
5322,1,Category 2,1
5323,2,Category 3,1
5324,3,Category 4,1
5325,4,Category 5,1
5326,4,Category 6,1
5327,3,Category 7,1
5328,1,Category 1,1
5329,1,Category 2,1
5330,2,Category 3,1
5331,3,Category 4,1
5332,4,Category 5,1
5333,4,Category 6,1
5334,3,Category 7,1
5335,1,Category 1,1
5336,1,Category 2,1
5337,2,Category 3,1
5338,3,Category 4,1
5339,4,Category 5,1
5340,4,Category 6,1
5341,3,Category 7,1
5342,1,Category 1,1
5343,1,Category 2,1
5344,2,Category 3,1
5345,3,Category 4,1
5346,4,Category 5,1
5347,4,Category 6,1
5348,3,Category 7,1
5349,1,Category 1,1
5350,1,Category 2,1
5351,2,Category 3,1
5352,3,Category 4,1
5353,4,Category 5,1
5354,4,Category 6,1
5355,3,Category 7,1
5356,1,Category 1,1
5357,1,Category 2,1
5358,2,Category 3,1
5359,3,Category 4,1
5360,4,Category 5,1
5361,4,Category 6,1
5362,3,Category 7,1
5363,1,Category 1,1
5364,1,Category 2,1
5365,2,Category 3,1
5366,3,Category 4,1
5367,4,Category 5,1
5368,4,Category 6,1
5369,3,Category 7,1
5370,1,Category 1,1
5371,1,Category 2,1
5372,2,Category 3,1
5373,3,Category 4,1
5374,4,Category 5,1
5375,4,Category 6,1
5376,3,Category 7,1
5377,1,Category 1,1
5378,1,Category 2,1
5379,2,Category 3,1
5380,3,Category 4,1
5381,4,Category 5,1
5382,4,Category 6,1
5383,3,Category 7,1
5384,1,Category 1,1
5385,1,Category 2,1
5386,2,Category 3,1
5387,3,Category 4,1
5388,4,Category 5,1
5389,4,Category 6,1
5390,3,Category 7,1
5391,1,Category 1,1
5392,1,Category 2,1
5393,2,Category 3,1
5394,3,Category 4,1
5395,4,Category 5,1
5396,4,Category 6,1
5397,3,Category 7,1
5398,1,Category 1,1
5399,1,Category 2,1
5400,2,Category 3,1
5401,3,Category 4,1
5402,4,Category 5,1
5403,4,Category 6,1
5404,3,Category 7,1
5405,1,Category 1,1
5406,1,Category 2,1
5407,2,Category 3,1
5408,3,Category 4,1
5409,4,Category 5,1
5410,4,Category 6,1
5411,3,Category 7,1
5412,1,Category 1,1
5413,1,Category 2,1
5414,2,Category 3,1
5415,3,Category 4,1
5416,4,Category 5,1
5417,4,Category 6,1
5418,3,Category 7,1
5419,1,Category 1,1
5420,1,Category 2,1
5421,2,Category 3,1
5422,3,Category 4,1
5423,4,Category 5,1
5424,4,Category 6,1
5425,3,Category 7,1
5426,1,Category 1,1
5427,1,Category 2,1
5428,2,Category 3,1
5429,3,Category 4,1
5430,4,Category 5,1
5431,4,Category 6,1
5432,3,Category 7,1
5433,1,Category 1,1
5434,1,Category 2,1
5435,2,Category 3,1
5436,3,Category 4,1
5437,4,Category 5,1
5438,4,Category 6,1
5439,3,Category 7,1
5440,1,Category 1,1
5441,1,Category 2,1
5442,2,Category 3,1
5443,3,Category 4,1
5444,4,Category 5,1
5445,4,Category 6,1
5446,3,Category 7,1
5447,1,Category 1,1
5448,1,Category 2,1
5449,2,Category 3,1
5450,3,Category 4,1
5451,4,Category 5,1
5452,4,Category 6,1
5453,3,Category 7,1
5454,1,Category 1,1
5455,1,Category 2,1
5456,2,Category 3,1
5457,3,Category 4,1
5458,4,Category 5,1
5459,4,Category 6,1
5460,3,Category 7,1
5461,1,Category 1,1
5462,1,Category 2,1
5463,2,Category 3,1
5464,3,Category 4,1
5465,4,Category 5,1
5466,4,Category 6,1
5467,3,Category 7,1
5468,1,Category 1,1
5469,1,Category 2,1
5470,2,Category 3,1
5471,3,Category 4,1
5472,4,Category 5,1
5473,4,Category 6,1
5474,3,Category 7,1
5475,1,Category 1,1
5476,1,Category 2,1
5477,2,Category 3,1
5478,3,Category 4,1
5479,4,Category 5,1
5480,4,Category 6,1
5481,3,Category 7,1
5482,1,Category 1,1
5483,1,Category 2,1
5484,2,Category 3,1
5485,3,Category 4,1
5486,4,Category 5,1
5487,4,Category 6,1
5488,3,Category 7,1
5489,1,Category 1,1
5490,1,Category 2,1
5491,2,Category 3,1
5492,3,Category 4,1
5493,4,Category 5,1
5494,4,Category 6,1
5495,3,Category 7,1
5496,1,Category 1,1
5497,1,Category 2,1
5498,2,Category 3,1
5499,3,Category 4,1
5500,4,Category 5,1
5501,4,Category 6,1
5502,3,Category 7,1
5503,1,Category 1,1
5504,1,Category 2,1
5505,2,Category 3,1
5506,3,Category 4,1
5507,4,Category 5,1
5508,4,Category 6,1
5509,3,Category 7,1
5510,1,Category 1,1
5511,1,Category 2,1
5512,2,Category 3,1
5513,3,Category 4,1
5514,4,Category 5,1
5515,4,Category 6,1
5516,3,Category 7,1
5517,1,Category 1,1
5518,1,Category 2,1
5519,2,Category 3,1
5520,3,Category 4,1
5521,4,Category 5,1
5522,4,Category 6,1
5523,3,Category 7,1
5524,1,Category 1,1
5525,1,Category 2,1
5526,2,Category 3,1
5527,3,Category 4,1
5528,4,Category 5,1
5529,4,Category 6,1
5530,3,Category 7,1
5531,1,Category 1,1
5532,1,Category 2,1
5533,2,Category 3,1
5534,3,Category 4,1
5535,4,Category 5,1
5536,4,Category 6,1
5537,3,Category 7,1
5538,1,Category 1,1
5539,1,Category 2,1
5540,2,Category 3,1
5541,3,Category 4,1
5542,4,Category 5,1
5543,4,Category 6,1
5544,3,Category 7,1
5545,1,Category 1,1
5546,1,Category 2,1
5547,2,Category 3,1
5548,3,Category 4,1
5549,4,Category 5,1
5550,4,Category 6,1
5551,3,Category 7,1
5552,1,Category 1,1
5553,1,Category 2,1
5554,2,Category 3,1
5555,3,Category 4,1
5556,4,Category 5,1
5557,4,Category 6,1
5558,3,Category 7,1
5559,1,Category 1,1
5560,1,Category 2,1
5561,2,Category 3,1
5562,3,Category 4,1
5563,4,Category 5,1
5564,4,Category 6,1
5565,3,Category 7,1
5566,1,Category 1,1
5567,1,Category 2,1
5568,2,Category 3,1
5569,3,Category 4,1
5570,4,Category 5,1
5571,4,Category 6,1
5572,3,Category 7,1
5573,1,Category 1,1
5574,1,Category 2,1
5575,2,Category 3,1
5576,3,Category 4,1
5577,4,Category 5,1
5578,4,Category 6,1
5579,3,Category 7,1
5580,1,Category 1,1
5581,1,Category 2,1
5582,2,Category 3,1
5583,3,Category 4,1
5584,4,Category 5,1
5585,4,Category 6,1
5586,3,Category 7,1
5587,1,Category 1,1
5588,1,Category 2,1
5589,2,Category 3,1
5590,3,Category 4,1
5591,4,Category 5,1
5592,4,Category 6,1
5593,3,Category 7,1
5594,1,Category 1,1
5595,1,Category 2,1
5596,2,Category 3,1
5597,3,Category 4,1
5598,4,Category 5,1
5599,4,Category 6,1
5600,3,Category 7,1
5601,1,Category 1,1
5602,1,Category 2,1
5603,2,Category 3,1
5604,3,Category 4,1
5605,4,Category 5,1
5606,4,Category 6,1
5607,3,Category 7,1
5608,1,Category 1,1
5609,1,Category 2,1
5610,2,Category 3,1
5611,3,Category 4,1
5612,4,Category 5,1
5613,4,Category 6,1
5614,3,Category 7,1
5615,1,Category 1,1
5616,1,Category 2,1
5617,2,Category 3,1
5618,3,Category 4,1
5619,4,Category 5,1
5620,4,Category 6,1
5621,3,Category 7,1
5622,1,Category 1,1
5623,1,Category 2,1
5624,2,Category 3,1
5625,3,Category 4,1
5626,4,Category 5,1
5627,4,Category 6,1
5628,3,Category 7,1
5629,1,Category 1,1
5630,1,Category 2,1
5631,2,Category 3,1
5632,3,Category 4,1
5633,4,Category 5,1
5634,4,Category 6,1
5635,3,Category 7,1
5636,1,Category 1,1
5637,1,Category 2,1
5638,2,Category 3,1
5639,3,Category 4,1
5640,4,Category 5,1
5641,4,Category 6,1
5642,3,Category 7,1
5643,1,Category 1,1
5644,1,Category 2,1
5645,2,Category 3,1
5646,3,Category 4,1
5647,4,Category 5,1
5648,4,Category 6,1
5649,3,Category 7,1
5650,1,Category 1,1
5651,1,Category 2,1
5652,2,Category 3,1
5653,3,Category 4,1
5654,4,Category 5,1
5655,4,Category 6,1
5656,3,Category 7,1
5657,1,Category 1,1
5658,1,Category 2,1
5659,2,Category 3,1
5660,3,Category 4,1
5661,4,Category 5,1
5662,4,Category 6,1
5663,3,Category 7,1
5664,1,Category 1,1
5665,1,Category 2,1
5666,2,Category 3,1
5667,3,Category 4,1
5668,4,Category 5,1
5669,4,Category 6,1
5670,3,Category 7,1
5671,1,Category 1,1
5672,1,Category 2,1
5673,2,Category 3,1
5674,3,Category 4,1
5675,4,Category 5,1
5676,4,Category 6,1
5677,3,Category 7,1
5678,1,Category 1,1
5679,1,Category 2,1
5680,2,Category 3,1
5681,3,Category 4,1
5682,4,Category 5,1
5683,4,Category 6,1
5684,3,Category 7,1
5685,1,Category 1,1
5686,1,Category 2,1
5687,2,Category 3,1
5688,3,Category 4,1
5689,4,Category 5,1
5690,4,Category 6,1
5691,3,Category 7,1
5692,1,Category 1,1
5693,1,Category 2,1
5694,2,Category 3,1
5695,3,Category 4,1
5696,4,Category 5,1
5697,4,Category 6,1
5698,3,Category 7,1
5699,1,Category 1,1
5700,1,Category 2,1
5701,2,Category 3,1
5702,3,Category 4,1
5703,4,Category 5,1
5704,4,Category 6,1
5705,3,Category 7,1
5706,1,Category 1,1
5707,1,Category 2,1
5708,2,Category 3,1
5709,3,Category 4,1
5710,4,Category 5,1
5711,4,Category 6,1
5712,3,Category 7,1
5713,1,Category 1,1
5714,1,Category 2,1
5715,2,Category 3,1
5716,3,Category 4,1
5717,4,Category 5,1
5718,4,Category 6,1
5719,3,Category 7,1
5720,1,Category 1,1
5721,1,Category 2,1
5722,2,Category 3,1
5723,3,Category 4,1
5724,4,Category 5,1
5725,4,Category 6,1
5726,3,Category 7,1
5727,1,Category 1,1
5728,1,Category 2,1
5729,2,Category 3,1
5730,3,Category 4,1
5731,4,Category 5,1
5732,4,Category 6,1
5733,3,Category 7,1
5734,1,Category 1,1
5735,1,Category 2,1
5736,2,Category 3,1
5737,3,Category 4,1
5738,4,Category 5,1
5739,4,Category 6,1
5740,3,Category 7,1
5741,1,Category 1,1
5742,1,Category 2,1
5743,2,Category 3,1
5744,3,Category 4,1
5745,4,Category 5,1
5746,4,Category 6,1
5747,3,Category 7,1
5748,1,Category 1,1
5749,1,Category 2,1
5750,2,Category 3,1
5751,3,Category 4,1
5752,4,Category 5,1
5753,4,Category 6,1
5754,3,Category 7,1
5755,1,Category 1,1
5756,1,Category 2,1
5757,2,Category 3,1
5758,3,Category 4,1
5759,4,Category 5,1
5760,4,Category 6,1
5761,3,Category 7,1
5762,1,Category 1,1
5763,1,Category 2,1
5764,2,Category 3,1
5765,3,Category 4,1
5766,4,Category 5,1
5767,4,Category 6,1
5768,3,Category 7,1
5769,1,Category 1,1
5770,1,Category 2,1
5771,2,Category 3,1
5772,3,Category 4,1
5773,4,Category 5,1
5774,4,Category 6,1
5775,3,Category 7,1
5776,1,Category 1,1
5777,1,Category 2,1
5778,2,Category 3,1
5779,3,Category 4,1
5780,4,Category 5,1
5781,4,Category 6,1
5782,3,Category 7,1
5783,1,Category 1,1
5784,1,Category 2,1
5785,2,Category 3,1
5786,3,Category 4,1
5787,4,Category 5,1
5788,4,Category 6,1
5789,3,Category 7,1
5790,1,Category 1,1
5791,1,Category 2,1
5792,2,Category 3,1
5793,3,Category 4,1
5794,4,Category 5,1
5795,4,Category 6,1
5796,3,Category 7,1
5797,1,Category 1,1
5798,1,Category 2,1
5799,2,Category 3,1
5800,3,Category 4,1
5801,4,Category 5,1
5802,4,Category 6,1
5803,3,Category 7,1
5804,1,Category 1,1
5805,1,Category 2,1
5806,2,Category 3,1
5807,3,Category 4,1
5808,4,Category 5,1
5809,4,Category 6,1
5810,3,Category 7,1
5811,1,Category 1,1
5812,1,Category 2,1
5813,2,Category 3,1
5814,3,Category 4,1
5815,4,Category 5,1
5816,4,Category 6,1
5817,3,Category 7,1
5818,1,Category 1,1
5819,1,Category 2,1
5820,2,Category 3,1
5821,3,Category 4,1
5822,4,Category 5,1
5823,4,Category 6,1
5824,3,Category 7,1
5825,1,Category 1,1
5826,1,Category 2,1
5827,2,Category 3,1
5828,3,Category 4,1
5829,4,Category 5,1
5830,4,Category 6,1
5831,3,Category 7,1
5832,1,Category 1,1
5833,1,Category 2,1
5834,2,Category 3,1
5835,3,Category 4,1
5836,4,Category 5,1
5837,4,Category 6,1
5838,3,Category 7,1
5839,1,Category 1,1
5840,1,Category 2,1
5841,2,Category 3,1
5842,3,Category 4,1
5843,4,Category 5,1
5844,4,Category 6,1
5845,3,Category 7,1
5846,1,Category 1,1
5847,1,Category 2,1
5848,2,Category 3,1
5849,3,Category 4,1
5850,4,Category 5,1
5851,4,Category 6,1
5852,3,Category 7,1
5853,1,Category 1,1
5854,1,Category 2,1
5855,2,Category 3,1
5856,3,Category 4,1
5857,4,Category 5,1
5858,4,Category 6,1
5859,3,Category 7,1
5860,1,Category 1,1
5861,1,Category 2,1
5862,2,Category 3,1
5863,3,Category 4,1
5864,4,Category 5,1
5865,4,Category 6,1
5866,3,Category 7,1
5867,1,Category 1,1
5868,1,Category 2,1
5869,2,Category 3,1
5870,3,Category 4,1
5871,4,Category 5,1
5872,4,Category 6,1
5873,3,Category 7,1
5874,1,Category 1,1
5875,1,Category 2,1
5876,2,Category 3,1
5877,3,Category 4,1
5878,4,Category 5,1
5879,4,Category 6,1
5880,3,Category 7,1
5881,1,Category 1,1
5882,1,Category 2,1
5883,2,Category 3,1
5884,3,Category 4,1
5885,4,Category 5,1
5886,4,Category 6,1
5887,3,Category 7,1
5888,1,Category 1,1
5889,1,Category 2,1
5890,2,Category 3,1
5891,3,Category 4,1
5892,4,Category 5,1
5893,4,Category 6,1
5894,3,Category 7,1
5895,1,Category 1,1
5896,1,Category 2,1
5897,2,Category 3,1
5898,3,Category 4,1
5899,4,Category 5,1
5900,4,Category 6,1
5901,3,Category 7,1
5902,1,Category 1,1
5903,1,Category 2,1
5904,2,Category 3,1
5905,3,Category 4,1
5906,4,Category 5,1
5907,4,Category 6,1
5908,3,Category 7,1
5909,1,Category 1,1
5910,1,Category 2,1
5911,2,Category 3,1
5912,3,Category 4,1
5913,4,Category 5,1
5914,4,Category 6,1
5915,3,Category 7,1
5916,1,Category 1,1
5917,1,Category 2,1
5918,2,Category 3,1
5919,3,Category 4,1
5920,4,Category 5,1
5921,4,Category 6,1
5922,3,Category 7,1
5923,1,Category 1,1
5924,1,Category 2,1
5925,2,Category 3,1
5926,3,Category 4,1
5927,4,Category 5,1
5928,4,Category 6,1
5929,3,Category 7,1
5930,1,Category 1,1
5931,1,Category 2,1
5932,2,Category 3,1
5933,3,Category 4,1
5934,4,Category 5,1
5935,4,Category 6,1
5936,3,Category 7,1
5937,1,Category 1,1
5938,1,Category 2,1
5939,2,Category 3,1
5940,3,Category 4,1
5941,4,Category 5,1
5942,4,Category 6,1
5943,3,Category 7,1
5944,1,Category 1,1
5945,1,Category 2,1
5946,2,Category 3,1
5947,3,Category 4,1
5948,4,Category 5,1
5949,4,Category 6,1
5950,3,Category 7,1
5951,1,Category 1,1
5952,1,Category 2,1
5953,2,Category 3,1
5954,3,Category 4,1
5955,4,Category 5,1
5956,4,Category 6,1
5957,3,Category 7,1
5958,1,Category 1,1
5959,1,Category 2,1
5960,2,Category 3,1
5961,3,Category 4,1
5962,4,Category 5,1
5963,4,Category 6,1
5964,3,Category 7,1
5965,1,Category 1,1
5966,1,Category 2,1
5967,2,Category 3,1
5968,3,Category 4,1
5969,4,Category 5,1
5970,4,Category 6,1
5971,3,Category 7,1
5972,1,Category 1,1
5973,1,Category 2,1
5974,2,Category 3,1
5975,3,Category 4,1
5976,4,Category 5,1
5977,4,Category 6,1
5978,3,Category 7,1
5979,1,Category 1,1
5980,1,Category 2,1
5981,2,Category 3,1
5982,3,Category 4,1
5983,4,Category 5,1
5984,4,Category 6,1
5985,3,Category 7,1
5986,1,Category 1,1
5987,1,Category 2,1
5988,2,Category 3,1
5989,3,Category 4,1
5990,4,Category 5,1
5991,4,Category 6,1
5992,3,Category 7,1
5993,1,Category 1,1
5994,1,Category 2,1
5995,2,Category 3,1
5996,3,Category 4,1
5997,4,Category 5,1
5998,4,Category 6,1
5999,3,Category 7,1
6000,1,Category 1,1
6001,1,Category 2,1
6002,2,Category 3,1
6003,3,Category 4,1
6004,4,Category 5,1
6005,4,Category 6,1
6006,3,Category 7,1
6007,1,Category 1,1
6008,1,Category 2,1
6009,2,Category 3,1
6010,3,Category 4,1
6011,4,Category 5,1
6012,4,Category 6,1
6013,3,Category 7,1
6014,1,Category 1,1
6015,1,Category 2,1
6016,2,Category 3,1
6017,3,Category 4,1
6018,4,Category 5,1
6019,4,Category 6,1
6020,3,Category 7,1
6021,1,Category 1,1
6022,1,Category 2,1
6023,2,Category 3,1
6024,3,Category 4,1
6025,4,Category 5,1
6026,4,Category 6,1
6027,3,Category 7,1
6028,1,Category 1,1
6029,1,Category 2,1
6030,2,Category 3,1
6031,3,Category 4,1
6032,4,Category 5,1
6033,4,Category 6,1
6034,3,Category 7,1
6035,1,Category 1,1
6036,1,Category 2,1
6037,2,Category 3,1
6038,3,Category 4,1
6039,4,Category 5,1
6040,4,Category 6,1
6041,3,Category 7,1
6042,1,Category 1,1
6043,1,Category 2,1
6044,2,Category 3,1
6045,3,Category 4,1
6046,4,Category 5,1
6047,4,Category 6,1
6048,3,Category 7,1
6049,1,Category 1,1
6050,1,Category 2,1
6051,2,Category 3,1
6052,3,Category 4,1
6053,4,Category 5,1
6054,4,Category 6,1
6055,3,Category 7,1
6056,1,Category 1,1
6057,1,Category 2,1
6058,2,Category 3,1
6059,3,Category 4,1
6060,4,Category 5,1
6061,4,Category 6,1
6062,3,Category 7,1
6063,1,Category 1,1
6064,1,Category 2,1
6065,2,Category 3,1
6066,3,Category 4,1
6067,4,Category 5,1
6068,4,Category 6,1
6069,3,Category 7,1
6070,1,Category 1,1
6071,1,Category 2,1
6072,2,Category 3,1
6073,3,Category 4,1
6074,4,Category 5,1
6075,4,Category 6,1
6076,3,Category 7,1
6077,1,Category 1,1
6078,1,Category 2,1
6079,2,Category 3,1
6080,3,Category 4,1
6081,4,Category 5,1
6082,4,Category 6,1
6083,3,Category 7,1
6084,1,Category 1,1
6085,1,Category 2,1
6086,2,Category 3,1
6087,3,Category 4,1
6088,4,Category 5,1
6089,4,Category 6,1
6090,3,Category 7,1
6091,1,Category 1,1
6092,1,Category 2,1
6093,2,Category 3,1
6094,3,Category 4,1
6095,4,Category 5,1
6096,4,Category 6,1
6097,3,Category 7,1
6098,1,Category 1,1
6099,1,Category 2,1
6100,2,Category 3,1
6101,3,Category 4,1
6102,4,Category 5,1
6103,4,Category 6,1
6104,3,Category 7,1
6105,1,Category 1,1
6106,1,Category 2,1
6107,2,Category 3,1
6108,3,Category 4,1
6109,4,Category 5,1
6110,4,Category 6,1
6111,3,Category 7,1
6112,1,Category 1,1
6113,1,Category 2,1
6114,2,Category 3,1
6115,3,Category 4,1
6116,4,Category 5,1
6117,4,Category 6,1
6118,3,Category 7,1
6119,1,Category 1,1
6120,1,Category 2,1
6121,2,Category 3,1
6122,3,Category 4,1
6123,4,Category 5,1
6124,4,Category 6,1
6125,3,Category 7,1
6126,1,Category 1,1
6127,1,Category 2,1
6128,2,Category 3,1
6129,3,Category 4,1
6130,4,Category 5,1
6131,4,Category 6,1
6132,3,Category 7,1
6133,1,Category 1,1
6134,1,Category 2,1
6135,2,Category 3,1
6136,3,Category 4,1
6137,4,Category 5,1
6138,4,Category 6,1
6139,3,Category 7,1
6140,1,Category 1,1
6141,1,Category 2,1
6142,2,Category 3,1
6143,3,Category 4,1
6144,4,Category 5,1
6145,4,Category 6,1
6146,3,Category 7,1
6147,1,Category 1,1
6148,1,Category 2,1
6149,2,Category 3,1
6150,3,Category 4,1
6151,4,Category 5,1
6152,4,Category 6,1
6153,3,Category 7,1
6154,1,Category 1,1
6155,1,Category 2,1
6156,2,Category 3,1
6157,3,Category 4,1
6158,4,Category 5,1
6159,4,Category 6,1
6160,3,Category 7,1
6161,1,Category 1,1
6162,1,Category 2,1
6163,2,Category 3,1
6164,3,Category 4,1
6165,4,Category 5,1
6166,4,Category 6,1
6167,3,Category 7,1
6168,1,Category 1,1
6169,1,Category 2,1
6170,2,Category 3,1
6171,3,Category 4,1
6172,4,Category 5,1
6173,4,Category 6,1
6174,3,Category 7,1
6175,1,Category 1,1
6176,1,Category 2,1
6177,2,Category 3,1
6178,3,Category 4,1
6179,4,Category 5,1
6180,4,Category 6,1
6181,3,Category 7,1
6182,1,Category 1,1
